EventType,Date,StartTime,EndTime,Duration,Borough,Category,ZipCode(s)
Shooting Permit,11/8/2022,6:00:00,22:00:00,16:00:00,Manhattan,Feature Film,"10003, 10023"
Shooting Permit,11/8/2022,9:00:00,23:00:00,14:00:00,Queens,Episodic Television series,"11237, 11385"
Shooting Permit,11/8/2022,7:00:00,17:00:00,10:00:00,Manhattan,Episodic Television series,"10019, 10022, 10103, 10111"
Shooting Permit,11/8/2022,8:00:00,22:00:00,14:00:00,Brooklyn,Episodic Television series,11206
Theater Load in and Load Outs,11/10/2022,0:01:00,23:59:00,23:58:00,Manhattan,Theater,"10019, 10020, 10112"
Shooting Permit,11/9/2022,12:00:00,3:00:00,15:00:00,Brooklyn,Feature Film,11201
Shooting Permit,11/9/2022,6:00:00,21:00:00,15:00:00,Brooklyn,Still Photography,11224
Shooting Permit,11/8/2022,6:30:00,20:30:00,14:00:00,Brooklyn,Commercial,11231
Shooting Permit,11/9/2022,8:00:00,23:59:00,15:59:00,Brooklyn,Cable-episodic Television,11222
Shooting Permit,11/9/2022,7:00:00,22:00:00,15:00:00,Brooklyn,Episodic Television series,11222
Shooting Permit,11/8/2022,7:00:00,22:00:00,15:00:00,Brooklyn,Episodic Television series,11222
Shooting Permit,11/8/2022,7:00:00,23:00:00,16:00:00,Brooklyn,Cable-episodic Television,11222
Shooting Permit,11/8/2022,8:00:00,20:00:00,12:00:00,Brooklyn,Feature Film,11201
Shooting Permit,11/9/2022,10:00:00,17:00:00,7:00:00,Manhattan,News,"10036, 10105"
DCAS Prep/Shoot/Wrap Permit,11/11/2022,8:00:00,20:00:00,12:00:00,Bronx,Cable-episodic Television,10451
Shooting Permit,11/8/2022,6:00:00,18:00:00,12:00:00,Brooklyn,Still Photography,11217
Shooting Permit,11/8/2022,7:00:00,23:00:00,16:00:00,Brooklyn,Episodic Television series,11222
Shooting Permit,11/8/2022,6:00:00,18:00:00,12:00:00,Brooklyn,Still Photography,11224
Theater Load in and Load Outs,11/8/2022,0:01:00,23:59:00,23:58:00,Manhattan,Theater,"10003, 10029"
Shooting Permit,12/5/2022,6:00:00,12:00:00,6:00:00,Manhattan,Award Show,10024
Shooting Permit,11/9/2022,7:00:00,23:00:00,16:00:00,Brooklyn,Episodic Television series,11222
Shooting Permit,11/16/2022,6:00:00,21:00:00,15:00:00,Manhattan,Commercial,"10013, 10014"
Shooting Permit,11/17/2022,7:00:00,21:00:00,14:00:00,Manhattan,Commercial,10014
Theater Load in and Load Outs,11/18/2022,6:00:00,17:30:00,11:30:00,Manhattan,Theater,10023
Theater Load in and Load Outs,11/20/2022,6:00:00,6:00:00,0:00:00,Manhattan,Theater,10023
Theater Load in and Load Outs,11/13/2022,6:00:00,6:00:00,0:00:00,Manhattan,Theater,10023
Theater Load in and Load Outs,11/10/2022,6:00:00,5:30:00,23:30:00,Manhattan,Theater,10023
Theater Load in and Load Outs,11/9/2022,6:00:00,17:30:00,11:30:00,Manhattan,Theater,10023
Theater Load in and Load Outs,11/8/2022,6:00:00,5:30:00,23:30:00,Manhattan,Theater,10023
Theater Load in and Load Outs,11/23/2022,0:01:00,6:00:00,5:59:00,Manhattan,Theater,"10001, 10121"
Shooting Permit,11/30/2022,4:00:00,23:59:00,19:59:00,Manhattan,News,"10020, 10036"
Shooting Permit,11/29/2022,6:00:00,23:59:00,17:59:00,Manhattan,News,"10020, 10036"
Shooting Permit,11/28/2022,4:00:00,23:59:00,19:59:00,Manhattan,News,"10020, 10036"
Shooting Permit,12/7/2022,6:00:00,23:59:00,17:59:00,Manhattan,Award Show,10036
Shooting Permit,11/10/2022,6:00:00,23:00:00,17:00:00,Manhattan,WEB,10002
Shooting Permit,11/9/2022,6:00:00,22:00:00,16:00:00,Manhattan,WEB,10002
Shooting Permit,11/8/2022,6:00:00,22:00:00,16:00:00,Manhattan,WEB,10002
Theater Load in and Load Outs,11/16/2022,7:00:00,13:00:00,6:00:00,Manhattan,Award Show,"10019, 10022, 10023, 10103"
Theater Load in and Load Outs,11/28/2022,5:00:00,20:00:00,15:00:00,Manhattan,Theater,10036
Theater Load in and Load Outs,11/10/2022,6:00:00,23:59:00,17:59:00,Manhattan,Theater,10003
Shooting Permit,11/10/2022,6:00:00,18:00:00,12:00:00,Manhattan,News,10010
Shooting Permit,11/24/2022,0:01:00,18:00:00,17:59:00,Manhattan,News,10023
Shooting Permit,11/23/2022,0:01:00,23:59:00,23:58:00,Manhattan,News,10023
Shooting Permit,11/22/2022,6:00:00,23:59:00,17:59:00,Manhattan,News,10023
Theater Load in and Load Outs,11/11/2022,0:01:00,23:59:00,23:58:00,Manhattan,Theater,10033
Shooting Permit,11/11/2022,6:00:00,22:00:00,16:00:00,Manhattan,Episodic Television series,10019
Shooting Permit,11/10/2022,6:00:00,22:00:00,16:00:00,Manhattan,Episodic Television series,10019
Shooting Permit,11/9/2022,6:00:00,22:00:00,16:00:00,Manhattan,Episodic Television series,10019
Shooting Permit,11/8/2022,6:00:00,22:00:00,16:00:00,Manhattan,Episodic Television series,10019
